Price,Close,High,Low,Open,Volume
Ticker,ECH,ECH,ECH,ECH,ECH
Date,,,,,
2010-01-20,40.28023910522461,40.367499132788005,39.89764079428305,40.30708873840134,191500
2010-01-21,39.360660552978516,40.20640606621858,39.34052460855153,40.18626756126967,189200
2010-01-22,38.79682922363281,39.219701960189894,38.56190134805766,38.91765000550627,257400
2010-01-25,39.199554443359375,39.51502856020166,38.95119926476563,39.4613318732902,251600
2010-01-26,38.68272018432617,39.05860476634074,38.27998341149697,38.931072863231755,307700
2010-01-27,37.81013870239258,38.52163618884449,37.602057847767014,38.25985861850672,222800
2010-01-28,37.0650634765625,37.58861841367179,36.76301156649121,37.58861841367179,390100
2010-01-29,37.43424606323242,38.03163634250018,37.43424606323242,37.474520514612585,298800
2010-02-01,38.0853385925293,38.206156835083966,37.45438494078932,37.89068256973623,191000
2010-02-02,38.246421813964844,38.72970490653787,37.94436988110671,38.72970490653787,224100
2010-02-03,37.33355712890625,37.722869101404996,37.15232595831426,37.588623505352956,340300
2010-02-04,35.74946212768555,36.91739539968696,35.595080599640355,36.58849384131479,458700
2010-02-05,35.662208557128906,36.05151798318259,35.03125500102673,35.85015086208435,343000
2010-02-08,35.4742546081543,35.97096243616392,35.393708292443975,35.621924987390905,105900
2010-02-09,36.03138732910156,36.232754479763095,35.85686725414525,35.89714170848646,162900
2010-02-10,36.145484924316406,36.3737016511105,35.92398188507243,36.22603381178837,139000
2010-02-11,36.924110412597656,37.2328760617036,36.179052323324356,36.326720179308744,176600
2010-02-12,37.132198333740234,37.34699031133421,36.72275032628849,36.75631109268961,103800
2010-02-16,38.0584716796875,38.20613949156435,36.97779863191226,36.98450975769349,80700
2010-02-17,38.152442932128906,38.266549994441384,37.890665496921606,38.25312774283376,85400
2010-02-18,37.89738464355469,38.07190467764342,37.72957829721179,37.95779503065899,165100
2010-02-19,37.73630142211914,37.99136528877159,37.53493170773145,37.53493170773145,71600
2010-02-22,37.984649658203125,38.11889526504434,37.70273362778438,38.065195998099064,135700
2010-02-23,37.42752456665039,37.89738282598023,37.30670635875791,37.89738282598023,97700
2010-02-24,37.43424606323242,37.66246283334256,37.25972600110711,37.66246283334256,106200
2010-02-25,37.38726043701172,37.38726043701172,36.991237294093615,37.232878881029684,85500
2010-02-26,38.092041015625,38.139026588247475,37.299994847815206,37.299994847815206,135000
2010-03-01,37.5416374206543,37.68259414235866,36.5952096941051,36.60192082158171,455700
2010-03-02,37.501373291015625,37.9175350036617,37.25973166703337,37.55507256768832,394500
2010-03-03,37.34028244018555,37.58192407619248,37.253022391511365,37.46781438784584,152400
2010-03-04,37.75643539428711,37.883967320942055,37.54835456188173,37.54835456188173,125700
2010-03-05,38.84382247924805,38.84382247924805,38.36725294569498,38.38738889314806,165900
2010-03-08,38.763267517089844,39.10559135035146,38.50820114375425,39.10559135035146,165500
2010-03-09,38.41423416137695,38.62902611152322,38.27327742419135,38.60889016636013,127800
2010-03-10,38.246421813964844,38.48135223308634,37.971219510810016,38.2598466288165,109900
2010-03-11,38.259857177734375,38.30013163339371,37.81684840757097,38.07191483903546,94400
2010-03-12,38.56190490722656,38.85724320099744,38.145745820430776,38.5820408525567,63000
2010-03-15,37.79671096801758,38.44108686999696,37.769861331971214,38.420950923223295,74600
2010-03-16,37.414119720458984,37.991371641932304,37.253024434113904,37.96452456131038,315700
2010-03-17,37.36711502075195,37.91752217838686,37.18588642458672,37.40067833758111,146700
2010-03-18,37.132198333740234,37.54164634119198,37.02480234494325,37.54164634119198,136100
2010-03-19,36.83686065673828,37.18589826663748,36.42741264203879,36.83686065673828,166300
2010-03-22,36.44083023071289,36.47439099104928,36.031382297252,36.47439099104928,175500
2010-03-23,36.52136993408203,36.54150587452211,36.28644209387641,36.326713974756565,133700
2010-03-24,36.17234420776367,36.56165625288634,36.15220826078224,36.30658982885846,97200
2010-03-25,36.17905807495117,36.84356993382744,36.17905807495117,36.689188364992326,105200
2010-03-26,36.00453567504883,36.467682912188366,35.93741414876413,36.447544405885274,156100
2010-03-29,36.24617004394531,36.3132915568551,35.98439255886694,35.991103685949284,144800
2010-03-30,36.655616760253906,36.81670941030504,36.52137117819696,36.58849268896468,187400
2010-03-31,36.87712860107422,37.01808790418426,36.61535106183318,37.00466308672034,140000
2010-04-01,37.29328536987305,37.508077300081474,37.16575090095307,37.2530109227633,98300
2010-04-05,37.729583740234375,37.77656931914699,37.36712136531823,37.380546182224975,134400
2010-04-06,38.06519317626953,38.09204280775177,37.5751989240668,37.716155648565845,89400
2010-04-07,38.279991149902344,38.30684078562302,37.95780320282081,38.179308856733094,300200
2010-04-08,37.944366455078125,38.21956873338472,37.91080570124004,38.011490523275704,186100
2010-04-09,38.246421813964844,38.246421813964844,37.99135545282668,38.14573954335988,60100
2010-04-12,37.89067840576172,38.24642708654772,37.89067840576172,38.21957745314297,158400
2010-04-13,37.6624641418457,38.105472880330666,37.65575045278806,38.024926535293986,57000
2010-04-14,37.69602584838867,38.058488250902556,37.541644282989544,38.01150266841248,264900
2010-04-15,37.487937927246094,37.682593909648155,37.407391595415554,37.52821237342223,113000
2010-04-16,37.12546920776367,37.487928893921435,36.85026695984551,37.313411456921116,64500
2010-04-19,37.01137161254883,37.051646062108475,36.58849885399938,36.60192367051926,217400
2010-04-20,37.091922760009766,37.25301801861194,36.75630998506731,37.078500502271666,74000
2010-04-21,37.21273422241211,37.50807502895706,37.044927877064886,37.17246233826262,104900
2010-04-22,37.474517822265625,37.4812289500858,36.944249106206435,36.944249106206435,293200
2010-04-23,37.56178283691406,37.581921345466405,37.34027972701731,37.34699085618651,44300
2010-04-26,37.5550651550293,37.66246112665432,37.47451881644102,37.575201099545886,87100
2010-04-27,36.68918228149414,37.48793962968174,36.63548557800916,37.31342214270327,85900
2010-04-28,36.984519958496094,37.239586337391884,36.24617301390308,36.83013841773653,169400
2010-04-29,37.494651794433594,37.803414868361386,37.105339827768496,37.105339827768496,60400
2010-04-30,37.89067840576172,37.991360690246566,37.575201614560875,37.72958316585521,111300
2010-05-03,38.03163528442383,38.206152781171845,37.8034185206629,37.810132209300505,64300
2010-05-04,37.20602798461914,38.05177094968205,37.20602798461914,37.50136626945404,153200
2010-05-05,36.78315353393555,37.00465915778883,35.97768249527556,36.54822565456556,241900
2010-05-06,35.79645538330078,36.944250317317945,18.304318791913,36.588499078661556,270200
2010-05-07,35.72261047363281,36.49451801477977,35.23261632302963,36.27972612850225,235600
2010-05-10,36.816715240478516,37.58191441122109,36.622061804218845,37.326848020973564,158300
2010-05-11,37.07849884033203,37.1791811319886,35.82330527473176,36.28645252212732,121200
2010-05-12,37.481224060058594,37.71615191094262,36.97109391505833,37.434238489881785,160700
2010-05-13,37.440948486328125,37.66916520337674,37.199306955274125,37.66916520337674,103600
2010-05-14,36.49453353881836,37.172472798687004,36.40727605825891,37.172472798687004,77900
2010-05-17,36.15220260620117,36.86369993383014,35.62864758239542,36.58849760586535,200000
2010-05-18,35.850154876708984,37.92424183338022,35.83001893050083,36.76973312103235,119300
2010-05-19,35.662208557128906,35.72261894951057,35.07824057726559,35.55481258850839,65100
2010-05-20,35.00441360473633,35.460847185508285,33.88346560002446,34.58825191840042,215900
2010-05-21,35.65550231933594,35.65550231933594,34.23250479763541,34.23250479763541,117200
2010-05-24,35.43399429321289,35.72262145925632,35.16550307253741,35.70919664217033,140800
2010-05-25,34.75605392456055,35.05810589735955,34.29962040133581,35.05810589735955,111700
2010-05-26,35.80317306518555,35.95755464358907,34.977565896928915,34.977565896928915,120700
2010-05-27,36.937530517578125,36.937530517578125,35.850146157914104,36.420686686247805,131300
2010-05-28,37.192596435546875,37.192596435546875,36.51465996059995,37.185885308695376,154500
2010-06-01,36.83014678955078,37.5215108768276,36.63549331770773,36.63549331770773,185200
2010-06-02,37.380550384521484,37.407400021353396,36.66233924266276,36.83014563207877,204600
2010-06-03,37.30670928955078,37.65574424736508,36.977807714025126,37.58862273098273,160500
2010-06-04,36.595211029052734,36.85698853905923,36.105216768690504,36.17905197623528,139700
2010-06-07,36.15892028808594,36.561657161377596,36.105223574627104,36.52138270589173,81800
2010-06-08,36.60863494873047,36.73616685648973,35.950834345697494,36.400554147155255,232500
2010-06-09,37.20602798461914,37.30671282926752,36.69589519383291,36.897264883129665,166800
2010-06-10,37.743011474609375,37.81684669304281,37.51479469059794,37.575205091086914,164000
2010-06-11,38.10546875,38.11217987780806,37.38725773000946,37.53492558648366,188200
2010-06-14,37.964515686035156,38.81697238917111,37.88396678143184,38.52834521564783,232600
2010-06-15,39.01163101196289,39.01163101196289,38.172599015040376,38.582047039222154,361200
2010-06-16,39.58888626098633,39.58888626098633,38.407530311317174,38.85053911250842,448100
2010-06-17,39.75667953491211,39.763393222702966,39.13243971748854,39.635858759893246,196000
2010-06-18,39.79696273803711,39.8707979568552,39.47477478725819,39.77011310200831,180100
2010-06-21,39.884220123291016,40.47489931196495,39.80367377591073,40.4614744939812,342900
2010-06-22,39.51504135131836,39.97147486015909,39.36737349412063,39.96476373231815,243300
2010-06-23,39.147403717041016,39.61457173756244,38.612528501886885,39.61457173756244,97900
2010-06-24,38.903663635253906,39.208339559304434,38.59898771120338,39.174487252802244,154600
2010-06-25,39.33698272705078,39.40468992862095,38.74794427860147,38.74794427860147,77800
2010-06-28,39.22865676879883,39.5333327421067,39.14064127421666,39.5333327421067,46300
2010-06-29,38.578670501708984,38.727623725149925,38.05733680243068,38.47711359889789,220300
2010-06-30,38.38232421875,38.63283693219446,38.2333735754416,38.30107817851223,152300
2010-07-01,38.422950744628906,38.47034448606274,37.637565423027276,38.07765311664453,386200
2010-07-02,38.876583099365234,39.22188336168291,38.42972591142192,38.57867916832488,141600
2010-07-06,39.208351135253906,39.607814668555115,38.7750352854559,39.33699097104826,204000
2010-07-07,39.85831069946289,39.86508271000758,39.01199017494622,39.05938391769793,148100
2010-07-08,40.000492095947266,40.183295045374955,39.71612707383675,40.01403095068885,330500
2010-07-09,40.0885124206543,40.31871172061711,39.87862657079424,40.01403579673024,129000
2010-07-12,39.926029205322266,40.16299798623304,39.702599283806954,40.027586147384305,417800
2010-07-13,40.37964630126953,40.4202706181018,40.14267757666141,40.29162823951563,258900
2010-07-14,40.67755889892578,40.69786976900824,40.20361879579741,40.21716023677431,290800
2010-07-15,40.75202560424805,40.85358510188493,40.31870990215925,40.61661638441928,145600
2010-07-16,39.74320602416992,40.62337871306673,39.72966458800045,40.62337871306673,141300
2010-07-19,40.589542388916016,40.87390491209736,39.96664899379146,40.40673680282835,163800
2010-07-20,41.14472579956055,41.15149522847022,40.24423937139783,40.447358397407804,167400
2010-07-21,41.97072982788086,42.0858281828873,41.198883317201826,41.198883317201826,312800
2010-07-22,42.38372802734375,42.8644400163302,42.1806116314665,42.38372802734375,209700
2010-07-23,42.72226333618164,42.74934621555047,42.26186471797378,42.532688346130946,187600
2010-07-26,42.99308395385742,43.06756057552388,42.6545557337483,42.97954251512121,291200
2010-07-27,43.21650314331055,43.60919702135938,43.09463280755503,43.48732668560386,204100
2010-07-28,42.55299377441406,43.23005017548837,42.451436863912036,43.23005017548837,322700
2010-07-29,42.35664749145508,42.9456858109382,42.214463690670804,42.9456858109382,360600
2010-07-30,42.4175910949707,42.64779041010948,41.72022113815186,42.0316690935271,304600
2010-08-02,43.426387786865234,43.670128451932314,43.01338305803097,43.081090233196626,395600
2010-08-03,43.575355529785156,43.79878540823943,43.33161478338613,43.45348515658564,290100
2010-08-04,43.77169418334961,43.80554390162652,43.35191738558167,43.35191738558167,319300
2010-08-05,43.968040466308594,44.02897305758413,43.602429422065526,43.717527760383724,392300
2010-08-06,44.24563217163086,44.27271504594266,43.40608373008527,43.805544503741686,475600
2010-08-09,44.68571853637695,44.76019514717998,44.353962375409814,44.65186365309196,250500
2010-08-10,44.69926452636719,44.726347404212824,43.93419259796831,44.150850455202644,399500
2010-08-11,43.514408111572266,44.381044554118816,43.39253776539618,43.98157863283558,211800
2010-08-12,43.63628005981445,43.9341865093,42.993078588094356,43.18265354121059,297900
2010-08-13,44.475833892822266,44.618015108403455,43.812316387913285,43.86648213638138,240100
2010-08-16,45.146121978759766,45.146121978759766,44.55031419288761,44.64510167778704,187500
2010-08-17,45.63360595703125,45.73516545806899,45.37632119899819,45.464341843811944,200500
2010-08-18,45.80287170410156,45.972135823358755,45.586213838073604,45.78932768186364,303700
2010-08-19,45.47110366821289,45.90441928774011,45.06486575506769,45.87056440646813,277700
2010-08-20,45.890865325927734,45.89763733382078,45.132565738819345,45.342451493747056,138300
2010-08-23,45.78255844116211,46.24972387331113,45.66068807505134,45.951822551564256,299000
2010-08-24,45.62007522583008,45.64715811169896,44.89562481681764,45.41018931726167,288300
2010-08-25,44.96332550048828,45.27477087655399,44.73312360002939,45.19352223541592,150200
2010-08-26,45.04457473754883,45.6742375816953,44.79406710167815,45.32217042279483,315900
2010-08-27,45.61328887939453,45.83671355261994,45.0581028702485,45.234133804846685,176000
2010-08-30,45.68099594116211,46.0940007566567,45.57943644848583,45.69453479627144,288600
2010-08-31,45.80287170410156,45.843493439753374,45.36278396092668,45.63360758484438,201700
2010-09-01,47.28562545776367,47.31270833875987,46.317439581189504,46.3851442009143,415400
2010-09-02,47.30595016479492,47.67832822431139,46.86586230760971,47.434587416194425,234200
2010-09-03,47.60383224487305,47.861116974239785,47.46165102547416,47.73247460955641,293500
2010-09-07,47.238224029541016,47.63091799186226,46.9606335841281,47.5767522386737,329100
2010-09-08,47.86787796020508,47.982981456085234,47.258531427511706,47.258531427511706,525300
2010-09-09,48.3215217590332,48.59234021256585,48.10486389688855,48.24027312365487,392500
2010-09-10,48.429840087890625,48.5991041760857,48.267348009571755,48.5991041760857,271900
2010-09-13,48.991790771484375,49.133971964435005,48.67357350679663,48.91054216171434,299800
2010-09-14,49.41834259033203,49.43188661031666,48.951177211464795,49.32355511256012,305600
2010-09-15,49.546993255615234,49.56730412346575,49.27616963136942,49.343874246048124,301800
2010-09-16,49.154296875,49.62146747503035,48.978260752947435,49.445431352977785,270600
2010-09-17,49.28969192504883,49.42510109471327,48.924080968320375,49.19490447317797,261400
2010-09-20,49.87873840332031,49.932904149243264,49.37771816735762,49.41157304994192,542800
2010-09-21,49.181365966796875,49.76363475953858,48.985019032916135,49.587598686830106,451100
2010-09-22,49.249088287353516,49.628243439327306,49.14076193359754,49.56053365700728,224600
2010-09-23,49.181365966796875,49.47250036316773,49.01887391188944,49.14751108782357,149600
2010-09-24,49.316795349121094,49.89229753418611,49.018893987374746,49.67563965040176,255600
2010-09-27,49.987091064453125,50.068334552213926,49.4454437068983,49.4860654507787,273500
2010-09-28,50.20374298095703,50.31884135189887,49.736572319975956,50.08864461001519,295000
2010-09-29,49.76363754272461,50.32559550572329,49.69593294652069,50.20372516634441,441100
2010-09-30,50.11572265625,50.4000903279363,49.5943913949661,50.09541178660057,431900
2010-10-01,50.48810577392578,50.82663404253613,50.37977941404682,50.461022892573176,313200
2010-10-04,50.129249572753906,50.69797439098237,49.844887163639676,50.379762265847695,281000
2010-10-05,50.23759078979492,50.562580186225475,50.10218155450874,50.515186437322185,453900
2010-10-06,50.22403335571289,50.54902263193705,49.91258809732645,50.47454603041754,347800
2010-10-07,49.181365966796875,50.4406910147704,49.093350513207284,50.43391900586988,488900
2010-10-08,49.316795349121094,49.51314236341494,48.84285784257139,49.18815812050412,319800
2010-10-11,49.2693977355957,51.49014732718604,49.15429937381932,49.43189500984224,209200
2010-10-12,49.228782653808594,49.614704692628024,49.18138890046346,49.201699771106846,645400
2010-10-13,50.77923583984375,50.9484999593099,49.811044869876156,49.83812774885446,612800
2010-10-14,50.70475387573242,50.928183729632,50.26466617834761,50.74537560715764,432000
2010-10-15,50.27821731567383,51.117765932319486,50.10218117869724,51.117765932319486,224200
2010-10-18,49.76363754272461,50.27820177182759,49.71624380882891,49.71624380882891,258700
2010-10-19,49.50635528564453,49.66207533178828,49.18813801892126,49.2016768712049,307700
2010-10-20,49.966773986816406,50.35269600234616,49.59439082905464,49.74334409215935,269800
2010-10-21,49.966773986816406,50.29175822856178,49.77719381934499,50.11572208438972,283800
2010-10-22,49.95322036743164,50.10217360192222,49.62146417776742,49.96676438812918,99800
2010-10-25,50.1766357421875,50.28496204886151,49.97351681457149,50.19694660184332,193300
2010-10-26,49.85844421386719,50.007397482204006,49.56053767719355,49.81105046171743,248900
2010-10-27,50.24435806274414,50.24435806274413,49.357415774544094,49.72302687397399,240100
2010-10-28,50.745384216308594,50.901109489075395,50.37300622883104,50.58289209750987,175000
2010-10-29,51.347938537597656,51.35471054578867,50.91462299289015,50.98233274374281,225100
2010-11-01,51.523990631103516,51.74064847090211,51.28702192593793,51.40212027337117,275100
2010-11-02,52.35000991821289,52.37032078732727,51.45629551846088,51.842217528228076,211700
2010-11-03,51.767723083496094,52.71560291838991,51.523982406936845,52.65466516648533,919000
2010-11-04,52.74946975708008,52.93227272317557,52.47187413702944,52.88487897896336,399300
2010-11-05,52.96613311767578,53.128625233934244,52.81040784734346,52.93227822592012,215300
2010-11-08,53.01353073120117,53.16247883540235,51.652645598816214,52.93905409633478,460900
2010-11-09,53.64318084716797,54.04264164373077,53.29110862645563,53.609325960954344,453900
2010-11-10,53.460384368896484,53.56194388412429,52.95936397011255,53.54163301418503,261400
2010-11-11,53.1489372253418,53.453610595452865,53.0812326059317,53.358823095172475,99500
2010-11-12,52.42448806762695,52.96613536551724,52.17397528838469,52.95259134202768,186100
2010-11-15,51.82867431640625,52.620829138504135,51.82867431640625,52.47187589013752,272900
2010-11-16,51.056846618652344,51.55109510138993,50.670919352893996,51.463079592753346,630100
2010-11-17,50.97557067871094,51.36149257241573,50.779223727102575,50.948487806192915,245300
2010-11-18,51.882843017578125,52.12658379563575,51.67972914621788,51.67972914621788,166200
2010-11-19,52.67497253417969,52.69528339296552,51.788025431478296,51.97760033418434,150300
2010-11-22,53.13539505004883,53.14893390687298,52.23490868807755,52.67499643506232,191800
2010-11-23,52.15365219116211,52.316144276220044,51.84897888598721,52.20781794135817,382200
2010-11-24,52.932254791259766,52.97964851941636,52.47862836954251,52.485395212472774,216500
2010-11-26,52.21459197998047,52.51249328657136,52.18073709341015,52.4989544312615,42600
2010-11-29,51.98439025878906,52.16719838192405,51.56461859113036,52.099488608596744,128300
2010-11-30,51.882843017578125,52.13335580767394,51.45629923874311,51.84222127641241,262100
2010-12-01,52.26875686645508,52.580207385037106,52.13334764009575,52.31615061223393,185100
2010-12-02,52.519256591796875,52.641126931507074,52.28905993097182,52.46509084847465,219500
2010-12-03,53.07445526123047,53.094766128459455,52.289072457034926,52.49218629485563,214500
2010-12-06,52.55989074707031,53.00675048686771,52.55989074707031,52.97966760880143,226700
2010-12-07,52.8848762512207,53.4874560389231,52.85779337513481,53.20309358831689,169300
2010-12-08,52.68175506591797,53.21663022386052,52.485408096632966,53.02705526469713,171500
2010-12-09,52.8577880859375,53.4332849399671,52.76300061188697,53.135383663892554,193200
2010-12-10,52.8577880859375,53.257254011318935,52.64790227418704,53.06090705349144,151400
2010-12-13,52.932254791259766,53.14891257219405,52.74267987863339,52.92548278280055,222500
2010-12-14,53.297874450683594,53.35204019612639,52.94580227083518,52.99319600671519,113400
2010-12-15,53.72443389892578,53.771827648766305,53.18279178153851,53.18279178153851,128700
2010-12-16,53.914005279541016,53.92077729064407,53.38590205518429,53.832761808428266,119200
2010-12-17,54.34729766845703,54.34729766845703,53.704096359257726,53.90044327266763,304800
2010-12-20,54.29315185546875,54.421789052952825,53.96139051564575,54.33377358461844,281300
2010-12-21,53.96139907836914,54.279616448617624,53.79213495934599,54.13743520850189,234200
2010-12-22,53.25725555419922,53.54838482898143,52.81039587884685,53.54838482898143,194700
2010-12-23,53.06089782714844,53.20307901350145,52.77653028891338,52.837468034795535,126100
2010-12-27,52.404170989990234,52.81040383251883,52.22136285325732,52.77654894333693,217600
2010-12-28,52.065635681152344,52.803624642092814,51.97761504745953,52.56665594663166,570300
2010-12-29,52.71792984008789,52.866947039688334,52.40635077171816,52.40635077171816,138700
2010-12-30,53.612030029296875,53.61203002929688,52.880493838747746,52.880493838747746,202700
2010-12-31,53.91681671142578,53.95746104288956,53.52395423634126,53.73393530695384,102400
2011-01-03,54.37065124511719,54.37065124511719,53.70685395905696,54.05230243847517,237000
2011-01-04,52.426673889160156,52.670519292606166,52.09477521081657,52.494407575062056,466700
2011-01-05,51.620609283447266,51.783171100837876,51.227746820985196,51.76962643594991,455100
2011-01-06,51.05841827392578,51.70867081549599,50.889081513066415,51.66803164656905,489700
2011-01-07,49.63600158691406,51.32259465427632,49.63600158691406,50.90941761995378,722000
2011-01-10,48.83672332763672,49.73759618232591,48.66738655800708,49.642768004753165,1043400
2011-01-11,48.58610534667969,49.392144808447185,48.51836650862969,49.18216888018601,284700
2011-01-12,49.73758316040039,49.85273089334187,48.972183022455155,49.094105671377534,376100
2011-01-13,50.462364196777344,50.60460648243706,50.05595692807118,50.05595692807118,278600
2011-01-14,50.394630432128906,50.604606400943375,50.22529363979497,50.347216336985355,187000
2011-01-18,50.22529983520508,50.55042362265171,50.21174999620764,50.39463664842712,199500
2011-01-19,49.669864654541016,50.27270316705474,49.56826155482277,50.211739240124466,204400
2011-01-20,49.669864654541016,49.85952101788264,49.24313266927404,49.46665845510452,1717900
2011-01-21,49.83921813964844,50.116927859713186,49.75115967875592,50.116927859713186,1005500
2011-01-24,49.98822021484375,50.11691265535569,49.649546650157134,49.785014008932386,364700
2011-01-25,49.6630859375,49.96789004559034,49.16862031282794,49.96789004559034,354100
2011-01-26,49.845970153808594,50.204968454442515,49.69695813407635,49.69695813407635,223000
2011-01-27,49.581809997558594,50.15078429864465,49.50730139660983,50.055956109755094,456000
2011-01-28,48.274513244628906,49.50728444585443,48.159365507223875,49.45310061914715,434700
2011-01-31,48.33549118041992,49.13476099342274,48.33549118041992,48.470958538115944,615700
2011-02-01,49.28377151489258,49.79178178909465,49.114434756825226,49.412463936955305,392600
2011-02-02,48.42354202270508,49.28377572104309,48.26098016805585,49.141533452256496,276100
2011-02-03,47.97649383544922,48.09164159619468,47.48880312200024,48.09164159619468,344400
2011-02-04,48.14583206176758,48.42354167950222,47.32624270871187,48.023909379707746,522000
2011-02-07,47.949398040771484,48.613195252387555,47.820700448260105,48.613195252387555,186000
2011-02-08,47.42108154296875,47.98327582258796,47.42108154296875,47.793619422933354,325400
2011-02-09,46.770816802978516,47.346560773418744,46.56761061682409,47.15690442247354,604900
2011-02-10,47.28559494018555,47.56330970552735,46.48632523081469,46.54051423396643,336900
2011-02-11,48.660606384277344,48.76898438565317,47.45492954158274,47.45492954158274,588000
2011-02-14,49.10088348388672,49.38537315659436,49.006055315566705,49.10088348388672,315300
2011-02-15,48.355812072753906,49.55471940849907,48.34226740371801,49.20249600058297,274300
2011-02-16,48.22710418701172,48.931545685010455,48.091636854520516,48.3490268533528,178900
2011-02-17,48.00358963012695,48.31516866816113,47.752969349040534,48.31516866816113,139700
2011-02-18,47.746192932128906,47.9358492825647,47.42106923645269,47.80038193732427,142000
2011-02-22,46.330543518066406,47.30591984577683,46.14765690379371,46.76404525654845,317700
2011-02-23,45.48386001586914,46.34408858208287,44.941980254267094,46.14765729769584,614300
2011-02-24,45.3212890625,45.3483783941721,44.95552107195827,45.21968598161385,406000
2011-02-25,45.95800018310547,46.37795724989613,45.95122526506495,46.06637820076047,362400
2011-02-28,47.3330192565918,47.3330192565918,46.68954150026359,46.81823911862878,401700
2011-03-01,46.648902893066406,46.953707061841726,46.23572069323829,46.81823969077469,288200
2011-03-02,46.4998779296875,46.62180061041497,45.991867621281045,46.1070153842603,176800
2011-03-03,48.03069305419922,48.14584083942986,47.25851248187549,47.265287400932905,190200
2011-03-04,48.13227844238281,48.54546054534102,47.82069942777867,48.22033686390529,211800
2011-03-07,47.69200897216797,48.023907584578005,47.31946602209184,47.94939899456278,207400
2011-03-08,47.44139099121094,47.71910061197935,47.24495971420489,47.488805080988385,160600
2011-03-09,46.913063049316406,47.28560086523233,46.64889808553565,47.28560086523233,155200
2011-03-10,45.53803634643555,45.714142827336794,45.307735703165285,45.680278581508226,241900
2011-03-11,45.59222412109375,45.632868454453124,44.95552146626753,45.15872246207476,240500
2011-03-14,45.307762145996094,45.416140198492556,44.94199397044549,45.32131198643314,205500
2011-03-15,45.646427154541016,45.70739108944992,43.566971468186125,44.007248179420664,371500
2011-03-16,45.0571174621582,45.69382525762637,44.36622583742989,45.69382525762637,240400
2011-03-17,44.345916748046875,45.41612643729851,44.25108856472062,45.36193742746968,1214300
2011-03-18,44.52878952026367,45.151952676377405,44.203665860136624,45.03003001189292,576900
2011-03-21,45.903804779052734,46.08669136642908,44.989387345413775,45.34161068597317,301400
2011-03-22,46.75050354003906,46.88597608668643,45.82931606158318,46.195079018157955,357200
2011-03-23,47.27882766723633,47.536217694068405,46.459233162939455,46.57438609260595,420900
2011-03-24,48.13905334472656,48.294845435854135,47.624268153574114,47.67168223909159,501800
2011-03-25,48.376129150390625,48.484507168049326,48.01036109241497,48.186472787236205,334100
2011-03-28,48.240665435791016,48.328718705971035,47.85457776231138,48.3016241995121,332900
2011-03-29,47.685237884521484,48.267756816291296,47.58363478381776,48.267756816291296,212000
2011-03-30,48.03069305419922,48.2271191971225,47.68524453075822,48.07133223304554,275000
2011-03-31,48.660606384277344,48.88413213630433,48.05099821365471,48.07131779697579,302100
2011-04-01,49.85951614379883,50.028852904192725,49.08734092982248,49.08734092982248,515600
2011-04-04,50.326881408691406,50.59781605964353,50.083036088636725,50.16431441682347,271400
2011-04-05,50.67234420776367,50.970378640203414,50.20497813695951,50.28625649653456,188600
2011-04-06,50.516536712646484,51.47836814027119,50.516536712646484,51.315806319429,234500
